Type;AssetCodeISIN;DeclarationDate;ExDate;CashAmount;Period;PaymentDate;Notes;Hash
RENDIMENTO;BRRBRRR14M15;2021-07-12;2021-07-12;0.19613375200;Junho/2021;2021-07-19;;7712122348620660260
RENDIMENTO;BRRECRCTF004;2022-06-07;2022-06-07;1.72050000000;Maio/2022;2022-06-14;;1531176421778253270
RENDIMENTO;BRRECRR12M11;2022-06-07;2022-06-07;1.72050000000;Maio/2022;2022-06-14;;8697867998833448182
RENDIMENTO;BRRECRR13M10;2022-06-07;2022-06-07;0.70570000000;Maio/2022;2022-06-14;;5127838557029624903
RENDIMENTO;BRRECRCTF004;2022-05-06;2022-05-06;1.50240000000;Abril/2022;2022-05-13;;2364988408564563424
RENDIMENTO;BRRECRCTF004;2022-04-07;2022-04-07;1.36800000000;Março/2022;2022-04-14;;17495339894680139146
RENDIMENTO;BRRECRCTF004;2022-03-08;2022-03-08;1.19610000000;Fevereiro/2022;2022-03-15;;2628075918372219244
RENDIMENTO;BRRECRCTF004;2022-02-07;2022-02-07;1.05000000000;Janeiro/2022;2022-02-14;;3917948554859109178
RENDIMENTO;BRRECRCTF004;2022-01-07;2022-01-07;1.45580000000;Dezembro/2021;2022-01-14;;4890306036364441392
RENDIMENTO;BRRECRCTF004;2021-12-07;2021-12-07;1.18120000000;Novembro/2021;2021-12-14;;6032831895641301233
RENDIMENTO;BRRECRCTF004;2021-11-08;2021-11-08;1.08060000000;Outubro/2021;2021-11-16;;2690793525517112715
RENDIMENTO;BRRECRR10M13;2021-11-08;2021-11-08;0.03750000000;Outubro/2021;2021-11-16;;2283932725256946686
RENDIMENTO;BRRECRR11M12;2021-11-08;2021-11-08;0.62170000000;Outubro/2021;2021-11-16;;17824758636678787466
RENDIMENTO;BRRECRCTF004;2021-10-07;2021-10-07;1.08590000000;Setembro/2021;2021-10-15;;14517736087534685199
RENDIMENTO;BRRECRCTF004;2021-09-08;2021-09-08;1.10000000000;Agosto/2021;2021-09-15;;2622880721627640181
RENDIMENTO;BRRECRCTF004;2021-08-06;2021-08-06;1.10000000000;Julho/2021;2021-08-13;;8619334932796163700
RENDIMENTO;BRRECRCTF004;2021-07-07;2021-07-07;1.20200000000;Junho/2021;2021-07-15;;8719964507648836891
RENDIMENTO;BRRECRR09M16;2021-07-07;2021-07-07;0.89730000000;Junho/2021;2021-07-15;;10216782766265009761
RENDIMENTO;BRRECRR10M13;2021-07-07;2021-07-07;0.30330000000;Junho/2021;2021-07-15;;4138807045597820189
RENDIMENTO;BRRECTCTF000;2022-06-07;2022-06-07;0.50180000000;Maio/2022;2022-06-14;;307855955959049774
RENDIMENTO;BRRECTCTF000;2022-05-06;2022-05-06;0.50180000000;Abril/2022;2022-05-13;;4489430056807081628
RENDIMENTO;BRRECTCTF000;2022-04-07;2022-04-07;0.50180000000;Março/2022;2022-04-14;;12548355152048833655
RENDIMENTO;BRRECTCTF000;2022-03-08;2022-03-08;0.50180000000;Fevereiro/2022;2022-03-15;;13220887620424231675
RENDIMENTO;BRRECTCTF000;2022-02-07;2022-02-07;0.52200000000;Janeiro/2022;2022-02-14;;16351869175546839417
RENDIMENTO;BRRECTCTF000;2022-01-07;2022-01-07;0.54270000000;Dezembro/2021;2022-01-14;;2746071292271856600
RENDIMENTO;BRRECTCTF000;2021-12-07;2021-12-07;0.58000000000;Novembro/2021;2021-12-14;;9284659361077793593
RENDIMENTO;BRRECTCTF000;2021-11-08;2021-11-08;0.52950000000;Outubro/2021;2021-11-16;;1794451388035071496
RENDIMENTO;BRRECTCTF000;2021-10-07;2021-10-07;0.51080000000;Setembro/2021;2021-10-15;;13928605435272360798
RENDIMENTO;BRRECTCTF000;2021-09-08;2021-09-08;0.44240000000;Agosto/2021;2021-09-15;;13405192667836331324
RENDIMENTO;BRRECTCTF000;2021-08-06;2021-08-06;0.50000000000;Julho/2021;2021-08-13;;16263102680804806118
RENDIMENTO;BRRECTCTF000;2021-07-07;2021-07-07;0.60000000000;Junho/2021;2021-07-15;;847119742430181
RENDIMENTO;BRJRDMCTF002;2022-06-07;2022-06-07;0.36013364400;Abril/2022;2022-06-14;;14287497436482976288
RENDIMENTO;BRJRDMCTF002;2022-05-06;2022-05-06;0.47245422800;Março/2022;2022-05-13;;1284025656424471978
RENDIMENTO;BRJRDMCTF002;2022-04-07;2022-04-07;0.46382210100;Fevereiro/2022;2022-04-14;;6864399227872571424
RENDIMENTO;BRJRDMCTF002;2022-03-08;2022-03-08;0.40562079200;Janeiro/2022;2022-03-15;;15502482932072916370
RENDIMENTO;BRJRDMCTF002;2022-02-07;2022-02-07;0.91775192100;Dezembro/2021;2022-02-14;;5871937244970795571
RENDIMENTO;BRJRDMCTF002;2022-01-07;2022-01-07;0.51866204400;Novembro/2021;2022-01-14;;14967254305233174324
RENDIMENTO;BRJRDMCTF002;2021-12-07;2021-12-07;0.50732472600;OUTUBRO/2021;2021-12-14;;13466858497343974103
RENDIMENTO;BRJRDMCTF002;2021-11-08;2021-11-08;0.33402326900;Setembro/2021;2021-11-16;;9995955928070830123
RENDIMENTO;BRJRDMCTF002;2021-10-07;2021-10-07;0.20227890700;Agosto/2021;2021-10-15;;3237523884998802440
RENDIMENTO;BRJRDMCTF002;2021-09-08;2021-09-08;0.14486397700;Julho/2021;2021-09-15;;4426797015937329012
RENDIMENTO;BRJRDMCTF002;2021-08-06;2021-08-06;0.05050776300;Junho/2021;2021-08-13;;8100325092572210033
RENDIMENTO;BRSHDPCTF007;2022-06-10;2022-06-10;5.82028238900;Maio/2022;2022-06-20;;14844819146951656091
RENDIMENTO;BRSHDPR03M19;2022-06-10;2022-06-10;3.51948264000;Maio/2022;2022-06-20;;17714500737842232205
RENDIMENTO;BRSHDPCTF007;2022-05-13;2022-05-13;6.30594172700;Abril/2022;2022-05-20;;13438425105803295143
RENDIMENTO;BRSHDPCTF007;2022-04-12;2022-04-12;6.46206819400;Março/2022;2022-04-20;;4276707960994247517
RENDIMENTO;BRSHDPCTF007;2022-03-11;2022-03-11;6.21366305200;Fevereiro/2022;2022-03-18;;7210395449077298439
RENDIMENTO;BRSHDPCTF007;2022-02-11;2022-02-11;7.54681414100;Janeiro/2022;2022-02-18;;17915433767709065627
RENDIMENTO;BRSHDPCTF007;2022-01-13;2022-01-13;4.03347742800;Dezembro/2021;2022-01-20;;14339148489458404136
RENDIMENTO;BRSHDPCTF007;2021-12-13;2021-12-13;7.11072503500;Novembro/2021;2021-12-20;;15327412903944222852
RENDIMENTO;BRSHDPCTF007;2021-11-11;2021-11-11;6.96114048100;Outubro/2021;2021-11-19;;5281339203295450030
RENDIMENTO;BRSHDPCTF007;2021-10-13;2021-10-13;5.69259140300;SETEMBRO/2021;2021-10-20;;15955298790736853771
RENDIMENTO;BRSHDPCTF007;2021-09-13;2021-09-13;6.49962750700;Agosto/2021;2021-09-20;;8530638494126081556
RENDIMENTO;BRSHDPCTF007;2021-08-13;2021-08-13;5.42669366600;Julho/2021;2021-08-20;;9184517525225494314
RENDIMENTO;BRSHDPCTF007;2021-07-13;2021-07-13;5.19674746400;Junho/2021;2021-07-20;;17534810425989151094
RENDIMENTO;BRSHDPR02M10;2021-07-13;2021-07-13;0.59087257600;Junho/2021;2021-07-20;;15797428834965943823
RENDIMENTO;BRSAICCTF009;2018-10-01;2018-10-01;0.66221454949;09/2018/2018;2018-10-16;;17195928144464166771
RENDIMENTO;BRTBOFCTF006;2022-06-02;2022-06-02;0.82273969700;maio/2022;2022-06-09;;9445760230556908045
AMORTIZACAO RF;BRTBOFCTF006;2020-05-15;2020-05-15;48.25000000000;Abril/2020;2020-05-22;;17151998710312098642
RENDIMENTO;BRALMICTF003;2017-03-31;2017-03-31;0.37113304680;Março/2017/2017;2017-04-13;;17772263587733605952
RENDIMENTO;BRTRNTCTF013;2022-06-10;2022-06-10;0.40000000000;Maio/2022;2022-06-20;;2936726914047889375
RENDIMENTO;BRTRNTCTF013;2022-05-13;2022-05-13;0.45000000000;ABRIL/2022;2022-05-20;;3889371118599044432
RENDIMENTO;BRTRNTCTF013;2022-04-12;2022-04-12;0.38000000000;Março/2022;2022-04-20;;1684111139650517789
RENDIMENTO;BRTRNTCTF013;2022-03-11;2022-03-11;0.39000000000;Fevereiro/2022;2022-03-18;;14835356615046077998
RENDIMENTO;BRTRNTCTF013;2022-02-11;2022-02-11;0.37000000000;Janeiro/2022;2022-02-18;;7149090283025870897
RENDIMENTO;BRTRNTCTF013;2022-01-13;2022-01-13;0.59894656000;Dezembro/2021;2022-01-20;;5728340353552469323
RENDIMENTO;BRTRNTCTF013;2021-12-13;2021-12-13;0.35000000000;Novembro/2021;2021-12-20;;9652271734020377984
RENDIMENTO;BRTRNTCTF013;2021-11-11;2021-11-11;0.35000000000;Outubro/2021;2021-11-19;;11912059222968669590
RENDIMENTO;BRTRNTCTF013;2021-10-13;2021-10-13;0.30000000000;Setembro/2021;2021-10-20;;11879869497994267438
RENDIMENTO;BRTRNTCTF013;2021-09-13;2021-09-13;0.26470533500;Agosto/2021;2021-09-20;;3938556185991281832
RENDIMENTO;BRTRNTCTF013;2021-08-13;2021-08-13;0.28907495000;Julho/2021;2021-08-20;;16068024287097032668
RENDIMENTO;BRTRNTCTF013;2021-07-13;2021-07-13;0.80954174900;Junho/2021;2021-07-20;;18085797859052522880
RENDIMENTO;BRVLOLCTF009;2022-05-31;2022-05-31;0.61000000000;MAIO/2022;2022-06-14;;1318722524777829949
RENDIMENTO;BRVLOLCTF009;2022-04-29;2022-04-29;0.62000000000;ABRIL/2022;2022-05-13;;11001632332302854395
RENDIMENTO;BRVLOLCTF009;2022-03-31;2022-03-31;0.53000000000;MARÇO/2022;2022-04-14;;12581044123889356193
RENDIMENTO;BRVLOLCTF009;2022-02-25;2022-02-25;0.53000000000;FEVEREIRO/2022;2022-03-15;;16068796089065529629
RENDIMENTO;BRVLOLCTF009;2022-01-31;2022-01-31;0.51000000000;JANEIRO/2022;2022-02-14;;8081940044258979060
RENDIMENTO;BRVLOLCTF009;2021-12-30;2021-12-30;0.53000000000;DEZEMBRO/2021;2022-01-14;;13619929014083299229
RENDIMENTO;BRVLOLCTF009;2021-11-30;2021-11-30;0.50000000000;NOVEMBRO/2021;2021-12-14;;11010091876404598197
RENDIMENTO;BRVLOLCTF009;2021-10-29;2021-10-29;0.50000000000;OUTUBRO/2021;2021-11-16;;8722179562718299074
RENDIMENTO;BRVLOLCTF009;2021-09-30;2021-09-30;0.47000000000;SETEMBRO/2021;2021-10-15;;10472479239609583644
RENDIMENTO;BRVLOLCTF009;2021-08-31;2021-08-31;0.45000000000;AGOSTO/2021;2021-09-15;;16339924506654198394
RENDIMENTO;BRVLOLCTF009;2021-07-30;2021-07-30;0.45000000000;JULHO/2021;2021-08-13;;14105256128103729027
RENDIMENTO;BRVLOLCTF009;2021-06-30;2021-06-30;0.43545528000;JUNHO/2021;2021-07-14;;17272418129485460059
RENDIMENTO;BRNCHBCTF000;2022-06-07;2022-06-07;1.53898076500;Maio/2022;2022-06-14;;10979209272251843964
RENDIMENTO;BRNCHBCTF000;2022-05-06;2022-05-06;1.46896782600;Abril/2022;2022-05-13;;12408946537281267130
RENDIMENTO;BRNCHBCTF000;2022-04-07;2022-04-07;1.40000000000;Março/2022;2022-04-14;;8298064077539897133
RENDIMENTO;BRNCHBCTF000;2021-07-07;2021-07-07;0.87023448700;JUNHO/2021;2021-07-15;;15269148797092224204
AMORTIZACAO RF;BRNCHBCTF000;2019-12-06;2019-12-06;4.25383243900;Novembro/2019;2019-12-13;;15856030869116436638
RENDIMENTO;BROUFFCTF005;2022-06-14;2022-06-14;0.75000013220;Maio/2022;2022-06-22;;4252143509001665863
RENDIMENTO;BROUFFCTF005;2022-05-13;2022-05-13;0.72000019290;Abril/2022;2022-05-20;;2697690254440348463
RENDIMENTO;BROUFFCTF005;2022-04-14;2022-04-14;0.70000004400;Março/2022;2022-04-25;;1458039113826231725
RENDIMENTO;BROUFFCTF005;2022-03-15;2022-03-15;0.68000001650;Fevereiro/2022;2022-03-22;;457791599528394664
RENDIMENTO;BROUFFCTF005;2022-02-14;2022-02-14;0.68000027550;Janeiro/2022;2022-02-21;;14118072901926070275
RENDIMENTO;BROUFFCTF005;2022-01-14;2022-01-14;0.67000013220;Dezembro/2021;2022-01-21;;17329816994211334119
RENDIMENTO;BROUFFCTF005;2021-12-14;2021-12-14;0.65000008810;Novembro/2021;2021-12-21;;6207842879370415426
RENDIMENTO;BROUFFCTF005;2021-11-12;2021-11-12;0.65000003310;Outubro/2021;2021-11-22;;6937259038674386231
RENDIMENTO;BROUFFCTF005;2021-10-15;2021-10-15;0.65000001100;Setembro/2021;2021-10-22;;9800635742945994705
RENDIMENTO;BROUFFCTF005;2021-09-15;2021-09-15;0.65000038580;Agosto/2021;2021-09-22;;568962529069061082
RENDIMENTO;BROUFFCTF005;2021-08-13;2021-08-13;0.65000009370;Julho/2021;2021-08-20;;2569163297039660457
RENDIMENTO;BROUFFCTF005;2021-07-14;2021-07-14;0.65000043540;Junho/2021;2021-07-21;;5654639661378052896
RENDIMENTO;BRWTSPCTF002;2022-04-14;2022-04-14;0.31734697470;Março/2022;2022-04-25;;16517034527663666510
RENDIMENTO;BRWTSPCTF002;2022-03-15;2022-03-15;0.31734697470;Fevereiro/2022;2022-03-22;;10445895135384105340
RENDIMENTO;BRWTSPCTF002;2021-12-14;2021-12-14;0.48417760040;Novembro/2021;2021-12-21;;15022862443165857211
RENDIMENTO;BRWTSPCTF002;2021-11-12;2021-11-12;0.40101822050;Outubro/2021;2021-11-22;;1677852492869457208
RENDIMENTO;BRWTSPCTF002;2021-10-15;2021-10-15;0.36470662370;Setembro/2021;2021-10-22;;8934044103777493766
RENDIMENTO;BRWTSPCTF002;2021-09-15;2021-09-15;0.35311447610;Agosto/2021;2021-09-22;;1736472846479328867
RENDIMENTO;BRWTSPCTF002;2021-08-13;2021-08-13;0.29341760990;Julho/2021;2021-08-20;;2868428564929981468
RENDIMENTO;BRWTSPCTF002;2021-07-14;2021-07-14;0.25394118270;Junho/2021;2021-07-21;;13455257989366220242
RENDIMENTO;BRVVPRCTF002;2022-05-31;2022-05-31;0.76000000000;Abril/2022;2022-06-07;;13560550779652855392
RENDIMENTO;BRVVPRCTF002;2022-04-29;2022-04-29;0.76834972300;Março/2022;2022-05-06;;4457848748809279729
RENDIMENTO;BRVVPRCTF002;2022-03-31;2022-03-31;0.78000000000;Fevereiro/2022;2022-04-07;;1429194471687032051
RENDIMENTO;BRVVPRCTF002;2022-02-25;2022-02-25;0.79000000000;Janeiro/2022;2022-03-08;;14137981645428001908
RENDIMENTO;BRVVPRCTF002;2022-01-31;2022-01-31;0.78375129600;Dezembro/2021;2022-02-07;;17827712137706389322
RENDIMENTO;BRVVPRCTF002;2021-12-30;2021-12-30;0.75000000000;Novembro/2021;2022-01-07;;5739459259188639458
RENDIMENTO;BRVVPRCTF002;2021-11-30;2021-11-30;0.73000000000;Outubro/2021;2021-12-07;;10863873646139111611
RENDIMENTO;BRVVPRCTF002;2021-10-29;2021-10-29;0.73000000000;Setembro/2021;2021-11-08;;15731676648062689646
RENDIMENTO;BRVVPRCTF002;2021-09-30;2021-09-30;0.70000000000;Agosto/2021;2021-10-07;;1341862096135263123
RENDIMENTO;BRVVPRCTF002;2021-08-31;2021-08-31;0.70000000000;Julho/2021;2021-09-08;;2587821933928679478
RENDIMENTO;BRVVPRCTF002;2021-07-30;2021-07-30;0.83143286100;Junho/2021;2021-08-06;;12798158724072042019
RENDIMENTO;BRVVPRCTF002;2021-06-30;2021-06-30;0.70000000000;Maio/2021;2021-07-07;;882224924519970143
RENDIMENTO;BRLVBICTF002;2022-05-31;2022-05-31;0.74000000000;Abril/2022;2022-06-07;;2351682644772614286
RENDIMENTO;BRLVBICTF002;2022-04-29;2022-04-29;0.74000000000;Março/2022;2022-05-06;;8069562434699002922
RENDIMENTO;BRLVBICTF002;2022-03-31;2022-03-31;0.72000000000;Fevereiro/2022;2022-04-07;;7286902845294137677
RENDIMENTO;BRLVBICTF002;2022-02-25;2022-02-25;0.71000000000;Janeiro/2022;2022-03-08;;12757031012760741934
RENDIMENTO;BRLVBICTF002;2022-01-31;2022-01-31;0.71483662500;Dezembro/2021;2022-02-07;;8015636574619940370
RENDIMENTO;BRLVBICTF002;2021-12-30;2021-12-30;0.71000000000;Novembro/2021;2022-01-07;;7493463984860037733
RENDIMENTO;BRLVBICTF002;2021-11-30;2021-11-30;0.70000000000;Outubro/2021;2021-12-07;;16334576431296460890
RENDIMENTO;BRLVBICTF002;2021-10-29;2021-10-29;0.67000000000;Setembro/2021;2021-11-08;;17695901739710085532
RENDIMENTO;BRLVBICTF002;2021-09-30;2021-09-30;0.65000000000;Agosto/2021;2021-10-07;;2566083802500811605
RENDIMENTO;BRLVBICTF002;2021-08-31;2021-08-31;0.63000000000;Julho/2021;2021-09-08;;6190620759885284173
RENDIMENTO;BRLVBICTF002;2021-07-30;2021-07-30;0.62201880100;Junho/2021;2021-08-06;;9147729408053232851
RENDIMENTO;BRLVBICTF002;2021-06-30;2021-06-30;0.58000000000;Maio/2021;2021-07-07;;8349726182565911187
RENDIMENTO;BRBARICTF003;2022-05-31;2022-05-31;1.45000000000;MAIO/2022;2022-06-22;;16957842410402070826
RENDIMENTO;BRBARICTF003;2022-04-29;2022-04-29;1.30000000000;ABRIL/2022;2022-05-20;;14143543653242360330
RENDIMENTO;BRBARICTF003;2022-03-31;2022-03-31;1.10000000000;MARÇO/2022;2022-04-25;;13061594597279564029
RENDIMENTO;BRBARICTF003;2022-02-25;2022-02-25;1.10000000000;FEVEREIRO/2022;2022-03-22;;7762910870409518368
RENDIMENTO;BRBARICTF003;2022-01-31;2022-01-31;1.10000000000;JANEIRO/2022;2022-02-21;;5800331093166709127
RENDIMENTO;BRBARICTF003;2021-12-30;2021-12-30;1.35000000000;DEZEMBRO/2021;2022-01-21;;12501373126112289186
RENDIMENTO;BRBARICTF003;2021-11-30;2021-11-30;1.20000000000;NOVEMBRO/2021;2021-12-21;;10125375193106637720
RENDIMENTO;BRBARICTF003;2021-10-29;2021-10-29;1.15000000000;OUTUBRO/2021;2021-11-23;;13924836897726520355
RENDIMENTO;BRBARICTF003;2021-09-30;2021-09-30;1.15000000000;SETEMBRO/2021;2021-10-22;;7682304148506983401
RENDIMENTO;BRBARICTF003;2021-08-31;2021-08-31;1.15000000000;AGOSTO/2021;2021-09-22;;6771714729385232693
RENDIMENTO;BRBARICTF003;2021-07-30;2021-07-30;1.10000000000;JULHO/2021;2021-08-20;;6030753079680606399
RENDIMENTO;BRBARICTF003;2021-06-30;2021-06-30;1.07000000000;JUNHO/2021;2021-07-21;;14491518984828302907
RENDIMENTO;BRBPFFCTF002;2022-05-31;2022-05-31;0.75000000000;MAIO/2022;2022-06-07;;4814645354917136843
RENDIMENTO;BRBPFFCTF002;2022-04-29;2022-04-29;0.65000000000;ABRIL/2022;2022-05-06;;10386776158516810010
RENDIMENTO;BRBPFFCTF002;2022-03-31;2022-03-31;0.60000000000;MARÇO/2022;2022-04-07;;7279595022334147446
RENDIMENTO;BRBPFFCTF002;2022-02-25;2022-02-25;0.60000000000;FEVEREIRO/2022;2022-03-08;;7512927957917880708
RENDIMENTO;BRBPFFCTF002;2022-01-31;2022-01-31;0.60000000000;JANEIRO/2022;2022-02-07;;4582399051481674948
RENDIMENTO;BRBPFFCTF002;2021-12-30;2021-12-30;0.60000000000;DEZEMBRO/2021;2022-01-07;;14181680496748627263
RENDIMENTO;BRBPFFCTF002;2021-11-30;2021-11-30;0.60000000000;NOVEMBRO/2021;2021-12-07;;4105423889206152907
RENDIMENTO;BRBPFFCTF002;2021-10-29;2021-10-29;0.57000000000;OUTUBRO/2021;2021-11-08;;712192889320383061
RENDIMENTO;BRBPFFCTF002;2021-09-30;2021-09-30;0.55000000000;SETEMBRO/2021;2021-10-07;;1826970198014243276
RENDIMENTO;BRBPFFCTF002;2021-08-31;2021-08-31;0.55000000000;AGOSTO/2021;2021-09-08;;13805709603282196992
RENDIMENTO;BRBPFFCTF002;2021-07-30;2021-07-30;0.55000000000;JULHO/2021;2021-08-06;;5208606966846971415
RENDIMENTO;BRBPFFCTF002;2021-06-30;2021-06-30;0.57000000000;JUNHO/2021;2021-07-07;;8332202104652261786
RENDIMENTO;BRBVARCTF006;2022-06-15;2022-06-15;22.13000000000;Junho/2022;2022-06-24;;7186067427178764038
RENDIMENTO;BRBVARCTF006;2022-05-13;2022-05-13;7.01000000000;MAIO/2022;2022-05-23;;6203857340291868547
RENDIMENTO;BRBVARCTF006;2022-04-14;2022-04-14;6.86000000000;Abril/2022;2022-04-26;;3062840949675510226
RENDIMENTO;BRBVARCTF006;2022-03-15;2022-03-15;7.37000000000;Março/2022;2022-03-23;;6818870269731094661
RENDIMENTO;BRBVARCTF006;2022-02-15;2022-02-15;9.43000000000;Fevereiro/2022;2022-02-23;;7659925952760627316
AMORTIZACAO RF;BRBVARCTF006;2022-02-03;2022-02-03;0.79931600000;Outubro/2021;2022-02-11;;4987826953214166895
RENDIMENTO;BRBVARCTF006;2022-01-17;2022-01-17;16.20000000000;Janeiro/2022;2022-01-24;;4819315891627925585
RENDIMENTO;BRBVARCTF006;2021-12-15;2021-12-15;12.00000000000;Dezembro/2021;2021-12-23;;1786719861204938033
RENDIMENTO;BRBVARCTF006;2021-11-12;2021-11-12;12.39000000000;Novembro/2021;2021-11-23;;8004951657047440600
RENDIMENTO;BRBVARCTF006;2021-10-15;2021-10-15;16.19000000000;Outubro/2021;2021-10-25;;14037475873972592104
AMORTIZACAO RF;BRBVARCTF006;2021-10-07;2021-10-07;5.49712500000;Outubro/2021;2021-10-18;;11915409008865076347
RENDIMENTO;BRBVARCTF006;2021-09-15;2021-09-15;26.34000000000;Setembro/2021;2021-09-23;;10307699587880882047
RENDIMENTO;BRBVARCTF006;2021-08-13;2021-08-13;81.82000000000;Agosto/2021;2021-08-23;;598190858495622249
RENDIMENTO;BRBVARCTF006;2021-07-15;2021-07-15;12.92000000000;Julho/2021;2021-07-23;;13791938147641629285
RENDIMENTO;BRBVARCTF006;2021-06-30;2021-06-30;1.92000000000;Junho/2021;2021-07-15;;8176725557864681273
AMORTIZACAO RF;BRBVARCTF006;2021-06-30;2021-06-30;2.68304100000;Abril/2021;2021-07-08;;10756899741595263290
RENDIMENTO;BRBPMLCTF006;2022-06-20;2022-06-20;0.15000000000;Abril/2022;2022-06-27;;16341370896178257720
RENDIMENTO;BRBPMLCTF006;2022-05-18;2022-05-18;0.20000000000;Março/2022;2022-05-25;;889551392745374333
RENDIMENTO;BRBPMLCTF006;2022-04-14;2022-04-14;0.30000000000;Fevereiro/2022;2022-04-25;;9234938959686627809
RENDIMENTO;BRBPMLCTF006;2022-03-18;2022-03-18;0.35000000000;Janeiro/2022;2022-03-25;;12088329397796517107
RENDIMENTO;BRBPMLCTF006;2022-02-18;2022-02-18;0.40438304200;Dezembro/2021;2022-02-25;;12411099726800854057
RENDIMENTO;BRBPMLCTF006;2022-01-18;2022-01-18;0.35412461600;Novembro/2021;2022-01-25;;18182487003176230452
RENDIMENTO;BRBPMLCTF006;2021-12-16;2021-12-16;0.30000000000;Outubro/2021;2021-12-23;;1321312341735203092
RENDIMENTO;BRBPMLCTF006;2021-11-18;2021-11-18;0.30000000000;Setembro/2021;2021-11-25;;6877381652405740004
RENDIMENTO;BRBPMLCTF006;2021-10-18;2021-10-18;0.38000000000;Agosto/2021;2021-10-25;;11833647216100256339
RENDIMENTO;BRBPMLCTF006;2021-09-17;2021-09-17;0.38000000000;Julho/2021;2021-09-24;;10001238446952624645
RENDIMENTO;BRBPMLCTF006;2021-08-18;2021-08-18;0.38088373900;Junho/2021;2021-08-25;;1173882590095995582
RENDIMENTO;BRBPMLCTF006;2021-07-16;2021-07-16;0.38000000000;Maio/2021;2021-07-23;;14600767865229242955
RENDIMENTO;BRBTRACTF000;2022-05-24;2022-05-24;0.94000000000;Abril/2022;2022-05-31;;1956204530921161831
RENDIMENTO;BRBTRACTF000;2022-04-22;2022-04-22;0.94000000000;Março/2022;2022-04-29;;2121719227674940312
RENDIMENTO;BRBTRACTF000;2022-03-24;2022-03-24;0.90000000000;Fevereiro/2022;2022-03-31;;12829208174982834401
RENDIMENTO;BRBTRACTF000;2022-02-18;2022-02-18;0.90000000000;Janeiro/2022;2022-02-25;;8863818915745910872
RENDIMENTO;BRBTRACTF000;2022-01-24;2022-01-24;0.97105344300;Dezembro/2021;2022-01-31;;11191822542065849003
RENDIMENTO;BRBTRACTF000;2021-12-22;2021-12-22;0.90000000000;Novembro/2021;2021-12-30;;14919031207425284890
RENDIMENTO;BRBTRACTF000;2021-11-23;2021-11-23;0.78000000000;Outubro/2021;2021-11-30;;12285147752017260490
RENDIMENTO;BRBTRACTF000;2021-10-22;2021-10-22;0.55474149800;SETEMBRO/2021;2021-10-29;;1827253934958421319
RENDIMENTO;BRBTRACTF000;2021-09-23;2021-09-23;0.60637460300;Agosto/2021;2021-09-30;;15936217685651994249
RENDIMENTO;BRBTRACTF000;2021-08-24;2021-08-24;0.19339554400;Julho/2021;2021-08-31;;13396877956317283663
RENDIMENTO;BRBTRAR01M17;2021-07-26;2021-07-26;0.00278015900;Junho/2021;2021-07-30;;5917019149208058001
RENDIMENTO;BRBTRACTF000;2021-07-23;2021-07-23;0.00278015900;JUNHO/2021;2021-07-30;;7841057731552234723
RENDIMENTO;BRCXCICTF005;2022-05-31;2022-05-31;0.75000000000;05/2022;2022-06-14;;11230542429921523465
RENDIMENTO;BRCXCICTF005;2022-04-29;2022-04-29;0.70000000000;04/2022;2022-05-13;;14149954386129452926
RENDIMENTO;BRCXCICTF005;2022-03-31;2022-03-31;0.30000000000;03/2022;2022-04-14;;14766314853457041898
RENDIMENTO;BRCXCECTF004;2022-05-31;2022-05-31;0.34147286844;5/2022;2022-06-15;;9239591937504116177
RENDIMENTO;BRCXCECTF004;2022-04-29;2022-04-29;0.34952322600;04/2022;2022-05-13;;119116086932783968
RENDIMENTO;BRCXCECTF004;2022-03-31;2022-03-31;0.34740883860;03/2022;2022-04-14;;2819367348949612419
RENDIMENTO;BRCXCECTF004;2022-02-25;2022-02-25;0.36930915088;02/2022;2022-03-15;;568037164644425565
RENDIMENTO;BRCXCECTF004;2022-01-31;2022-01-31;0.36766921976;01/2022;2022-02-15;;2486841383177052314
RENDIMENTO;BRCXCECTF004;2021-12-30;2021-12-30;0.37205916693;12/2021;2022-01-14;;12186179233722996732
RENDIMENTO;BRCXCECTF004;2021-11-30;2021-11-30;0.36139272599;11/2021;2021-12-15;;12511795295359706777
RENDIMENTO;BRCXCECTF004;2021-10-29;2021-10-29;0.32508748649;10/2021;2021-11-12;;9260200420255338787
RENDIMENTO;BRCXCECTF004;2021-09-30;2021-09-30;0.83094232172;09/2021;2021-10-15;;4232552095089154236
RENDIMENTO;BRCXCECTF004;2021-08-31;2021-08-31;0.91524708251;08/2021;2021-09-15;;5448652048717022874
RENDIMENTO;BRCXCECTF004;2021-07-30;2021-07-30;0.91028518637;07/2021;2021-08-13;;17185194504391178176
RENDIMENTO;BRCXCECTF004;2021-06-30;2021-06-30;0.90778681222;06/2021;2021-07-15;;548465091939441063
RENDIMENTO;BRCXTLCTF003;2022-02-25;2022-02-25;0.47892904453;02/2022;2022-03-15;;2972878555437850836
RENDIMENTO;BRCXTLCTF003;2022-01-31;2022-01-31;0.79107561990;01/2022;2022-02-15;;5143547497462350783
RENDIMENTO;BRCXTLCTF003;2021-12-30;2021-12-30;0.74783383398;12/2021;2022-01-14;;1400723951984395997
RENDIMENTO;BRCXTLCTF003;2021-11-30;2021-11-30;0.64931600649;11/2021;2021-12-15;;15907865397853818323
